col0,col1,col2,col3,col4,col5,col6,col7
1966 South American Basketball Championship,1966-01-01,1966-12-12,8,Argentina,basketball,28,South American Basketball Championship
South American Basketball Championship 1960,1960-01-01,1960-03-18,7,Argentina,basketball,21,South American Basketball Championship
South American Basketball Championship 1947,1947-01-01,1947-06-17,6,Brazil,basketball,15,South American Basketball Championship
South American Basketball Championship 1930,1930-01-01,1930-12-14,4,Uruguay,basketball,12,South American Basketball Championship
South American Basketball Championship 2012,2012-01-01,2012-06-22,8,Argentina,basketball,17,South American Basketball Championship
South American Basketball Championship 1940,1940-01-01,1940-01-28,6,Uruguay,basketball,15,South American Basketball Championship
South American Basketball Championship 1941,1941-01-01,1941-04-26,6,Argentina,basketball,15,South American Basketball Championship
South American Basketball Championship 1935,1935-01-01,1935-06-29,3,Brazil,basketball,6,South American Basketball Championship
South American Basketball Championship 1937,1937-01-01,1937-03-16,5,Chile,basketball,20,South American Basketball Championship
South American Basketball Championship 1939,1939-01-01,1939-04-30,5,Brazil,basketball,10,South American Basketball Championship
South American Basketball Championship 1932,1932-01-01,1932-05-14,3,Chile,basketball,7,South American Basketball Championship
