col0,col1,col2,col3,col4,col5
1983 Vuelta a Guatemala,Vuelta a Guatemala,1984 Vuelta a Guatemala,Héctor Patarroyo,Guatemala,1983-01-01
1982 Vuelta a Guatemala,Vuelta a Guatemala,1983 Vuelta a Guatemala,Martín Ramírez,Guatemala,1982-01-01
1981 Vuelta a Guatemala,Vuelta a Guatemala,1982 Vuelta a Guatemala,Héctor Dubón,Guatemala,1981-01-01
1980 Vuelta a Guatemala,Vuelta a Guatemala,1981 Vuelta a Guatemala,Samuel Cabrera,Guatemala,1980-01-01
1979 Vuelta a Guatemala,Vuelta a Guatemala,1980 Vuelta a Guatemala,Bernardo Colex,Guatemala,1979-01-01
1977 Vuelta a Guatemala,Vuelta a Guatemala,1979 Vuelta a Guatemala,Carlos Siachoque,Guatemala,1977-01-01
1976 Vuelta a Guatemala,Vuelta a Guatemala,1977 Vuelta a Guatemala,Carlos Siachoque,Guatemala,1976-01-01
1975 Vuelta a Guatemala,Vuelta a Guatemala,1976 Vuelta a Guatemala,Manuel Cejas,Guatemala,1975-01-01
1973 Vuelta a Guatemala,Vuelta a Guatemala,1975 Vuelta a Guatemala,Carlos Campaña,Guatemala,1973-01-01
1972 Vuelta a Guatemala,Vuelta a Guatemala,1973 Vuelta a Guatemala,Saturnino Rustrián,Guatemala,1972-01-01
