col0,col1,col2,col3,col4,col5,col6
Rhône,Yzeron,Rhône,river,Rhone Glacier,98000,Switzerland
Desna River,Seym River,Desna,river,Golubev Mokh,88900,Russia
Gail,Slizza,Gail,watercourse,Obertilliach,1403,Austria
Touques,Calonne,Touques,river,Champ-Haut,1278,France
Gail,Slizza,Gail,river,Obertilliach,1403,Austria
Rhône,Yzeron,departmental district of the Rhône,river,Rhone Glacier,98000,France
Shuya River,Tarasyoki,Suojoki,river,Suojarwi,10100,Russia
Rhône,Collières,departmental district of the Rhône,river,Rhone Glacier,98000,Switzerland
Desna River,Pulka River,Desna,river,Golubev Mokh,88900,Russia
Rhône,Collières,Rhône,river,Rhone Glacier,98000,Switzerland
Morghab River,Kushk River,Bala Murghab,river,Silsilah-ye Safēd Kōh,46900,Turkmenistan
Rhône,Aigues,departmental district of the Rhône,river,Rhone Glacier,98000,Switzerland
Nidelva,Bjorsund,Nidelva,river,Nisserelva,4015,Norway
