col0,col1,col2,col3,col4
2007 Rogers Cup,Rogers Cup 2007,Canadian Open (women),2007 Rogers Cup – Doubles,2007-08-19
2013 Rogers Cup,Rogers Cup 2013,Canadian Open (women),2013 Rogers Cup – Women's Singles,2013-08-11
2012 Rogers Cup,Rogers Cup 2012,tennis tournament edition by gender,2012 Rogers Cup – Men's Doubles,2012-08-12
2012 Rogers Cup,Rogers Cup 2012,tennis tournament edition by gender,2012 Rogers Cup – Women's Singles,2012-08-13
2005 Rogers Cup,Rogers Cup 2005,tennis tournament edition by gender,2005 Rogers Cup – Doubles,2005-08-21
2004 Rogers Cup,Rogers AT&T Cup 2004,tennis tournament edition by gender,2004 Rogers AT&T Cup – Doubles,2004-08-08
2003 Rogers AT&T Cup,Rogers AT&T Cup 2003,tennis tournament edition by gender,2003 Rogers AT&T Cup – Doubles,2003-08-18
2012 Rogers Cup,Rogers Cup 2012,Canadian Open (men),2012 Rogers Cup – Men's Doubles,2012-08-12
2012 Rogers Cup,Rogers Cup 2012,Canadian Open (women),2012 Rogers Cup – Women's Singles,2012-08-13
2005 Rogers Cup,Rogers Cup 2005,Canadian Open (women),2005 Rogers Cup – Doubles,2005-08-21
2004 Rogers Cup,Rogers AT&T Cup 2004,Canadian Open (women),2004 Rogers AT&T Cup – Doubles,2004-08-08
2003 Rogers AT&T Cup,Rogers AT&T Cup 2003,Canadian Open (women),2003 Rogers AT&T Cup – Doubles,2003-08-18
2014 Rogers Cup,Rogers Cup 2014,tennis tournament edition by gender,2014 Rogers Cup – Women's Singles,2014-08-10
2014 Rogers Cup,Rogers Cup 2014,Canadian Open (men),2014 Rogers Cup – Men's Singles,2014-08-10
