col0,col1,col2,col3,col4,col5
2017 Four Days of Dunkirk,Bahrain-Merida 2017,Andrea Vendrame,Four Days of Dunkirk,Lotto-Soudal 2017,Ángel Madrazo
2012 Four Days of Dunkirk,Roubaix Lille Métropole 2012,Zdeněk Štybar,Four Days of Dunkirk,Bretagne-Schuller 2012,Fabien Bacquet
2013 Four Days of Dunkirk,Cofidis 2013,Florian Vachon,2.HC,AG2R La Mondiale 2013,Julien Duval
2017 Four Days of Dunkirk,Sport Vlaanderen-Baloise 2017,AG2R La Mondiale 2017,2.HC,Direct Énergie 2017,Sylvain Chavanel
2012 Four Days of Dunkirk,Bretagne-Schuller 2012,Bretagne-Schuller 2012,2.HC,Omega Pharma-Quick Step 2012,Bert-Jan Lindeman
2017 Four Days of Dunkirk,Sport Vlaanderen-Baloise 2017,Oliver Naesen,2.HC,HP BTP-Auber 93 2017,Evaldas Šiškevičius
2012 Four Days of Dunkirk,Bretagne-Schuller 2012,Bretagne-Schuller 2012,Four Days of Dunkirk,Omega Pharma-Quick Step 2012,Bert-Jan Lindeman
2017 Four Days of Dunkirk,Bahrain-Merida 2017,AG2R La Mondiale 2017,2.HC,AG2R La Mondiale 2017,Evaldas Šiškevičius
2012 Four Days of Dunkirk,Omega Pharma-Quick Step 2012,John Degenkolb,2.HC,Omega Pharma-Quick Step 2012,Carlos Quintero
2017 Four Days of Dunkirk,Bahrain-Merida 2017,AG2R La Mondiale 2017,Four Days of Dunkirk,AG2R La Mondiale 2017,Evaldas Šiškevičius
