col0,col1,col2,col3,col4,col5
Australian Mini Challenge,2008-01-01,touring car racing,2010-01-01,automobile racing series,Australia
Formula RUS,2002-01-01,formula racing,2007-01-01,automobile racing series,Russia
French Supertouring Championship,1976-01-01,touring car racing,2005-01-01,automobile racing series,France
BRL V6,2004-01-01,touring car racing,2009-01-01,automobile racing series,Belgium
British Formula Renault Championship,1989-01-01,formula racing,2011-01-01,automobile racing series,United Kingdom
Scandinavian Touring Car Championship,2011-01-01,touring car racing,2019-01-01,automobile racing series,Sweden
Superstars Series,2004-01-01,touring car racing,2013-01-01,automobile racing series,Italy
Mexican Formula Three Championship,1990-01-01,formula racing,2002-01-01,automobile racing series,Mexico
North American Touring Car Championship,1996-01-01,touring car racing,1997-01-01,automobile racing series,Canada
Formula LO,2000-01-01,formula racing,2012-01-01,automobile racing series,Switzerland
