col0,col1,col2,col3,col4,col5
LS 2815,9.6,-4.713,-43,J2000.0,-60.3743916419978
HD 142754,8.6,-11.201,-47,J2000.0,-40.9971941422455
HD 145537,10.5,-4.024,61,J2000.0,-34.6556659795318
HD 116538,7.88,-3.798,-75.6,J2000.0,-51.84179078979
HD 164741,9.19,-0.985,-17,J2000.0,-25.3125216871725
HD 165955,9.59,-2.916,-160,J2000.0,-34.8687032926228
HD 149100,7.211,-3.238,-8,J2000.0,-53.6472844512561
V994 Sco,7.16,-6.02,-8,J2000.0,-32.3201372834469
V447 Cep,7.46,-1.16,-13,J2000.0,63.399582491
KK Vel,6.8,-4.044,26,J2000.0,-44.63244329111
