col0,col1,col2,col3,col4,col5,col6
Verdures,Town Hall of Vézelay,France,silk,set of wall hangings,Classified object  as historical monument,Tapisserie d'Aubusson
8 tapestry fragments,Town Hall of Vézelay,France,silk,set of wall hangings,Classified object  as historical monument,Tapisserie d'Aubusson
Verdure,Town Hall of Vézelay,France,silk,wall hanging,Classified object  as historical monument,Flemish workshop
Verdure with Border,Town Hall of Vézelay,France,silk,wall hanging,Classified object  as historical monument,Tapisserie d'Aubusson
Verdure,Town Hall of Vézelay,France,silk,wall hanging,Classified object  as historical monument,Tapisserie d'Aubusson
Verdure,Town Hall of Vézelay,France,silk,wall hanging,Classified object  as historical monument,Tapisserie d'Aubusson
Verdure with Border,Town Hall of Vézelay,France,silk,wall hanging,Classified object  as historical monument,Tapisserie d'Aubusson
Verdures with borders,Town Hall of Vézelay,France,silk,wall hanging,Classified object  as historical monument,Flemish workshop
Verdure,Town Hall of Vézelay,France,silk,wall hanging,Classified object  as historical monument,Tapisserie d'Aubusson
Verdure with border,Town Hall of Vézelay,France,silk,wall hanging,Classified object  as historical monument,Tapisserie d'Aubusson
Verdure,Autun Cathedral,France,wool,wall hanging,Classified object  as historical monument,Tapisserie d'Aubusson
