col0,col1,col2,col3,col4,col5
Moselle Viaduct,steel bridge,6,Germany,Bundesautobahn 61,Moselle
Göltzschtalbrücke,stone bridge,5,Germany,Bundesautobahn 72,Göltzsch
Göltzsch Viaduct,stone bridge,29,Germany,Leipzig–Hof railway,Göltzsch
Brenztalbrücke,prestressed concrete bridge,7,Germany,Bundesautobahn 7,Brenz
Göltzsch Viaduct,railway bridge,29,Germany,Leipzig–Hof railway,Göltzsch
Brenztalbrücke,girder bridge,7,Germany,Bundesautobahn 7,Brenz
Moselle Viaduct,girder bridge,6,Germany,Bundesautobahn 61,Moselle
Göltzschtalbrücke,bridge over valley,5,Germany,Bundesautobahn 72,Göltzsch
Brenztalbrücke,bridge over valley,7,Germany,Bundesautobahn 7,Brenz
Göltzsch Viaduct,bridge over valley,29,Germany,Leipzig–Hof railway,Göltzsch
Moselle Viaduct,bridge over valley,6,Germany,Bundesautobahn 61,Moselle
Göltzschtalbrücke,road bridge,5,Germany,Bundesautobahn 72,Göltzsch
Brenztalbrücke,road bridge,7,Germany,Bundesautobahn 7,Brenz
Moselle Viaduct,beam bridge,6,Germany,Bundesautobahn 61,Moselle
