col0,col1,col2,col3,col4
Lahe Nanyon plane crash,Kunming Wujiaba International Airport,24,1,mechanical failure
Aerolíneas Argentinas Flight 670,San Carlos de Bariloche Airport,61,61,mechanical failure
Sierra de Vilgo plane crash,Ingeniero Aeronáutico Ambrosio L.V. Taravella International Airport,25,25,human error
Jihlava air disaster,Brno-Tuřany Airport,2,2,thunderstorm
Mount Taylor air disaster,Los Angeles,3,3,thunderstorm
Boulogne air disaster,Croydon Airport,3,1,stall
Buenos Aires flying boat disaster,Buenos Aires,23,20,fog
Oceanside air disaster,Central Station,2,2,weather
Lobito air disaster,Lobito Airport,25,22,weather
Chitado air disaster,Albano Machado Airport,18,18,weather
Sierra de Vilgo plane crash,Ingeniero Aeronáutico Ambrosio L.V. Taravella International Airport,25,25,weather
Laguna Mar Chiquita air disaster,Santiago,10,6,weather
