col0,col1,col2,col3,col4,col5
1989 Tour du Limousin,1988 Tour du Limousin,Tour du Limousin,1989-08-19,1990 Tour du Limousin,Luc Leblanc
1988 Tour du Limousin,1987 Tour du Limousin,Tour du Limousin,1988-08-19,1989 Tour du Limousin,Johnny Weltz
1987 Tour du Limousin,1986 Tour du Limousin,Tour du Limousin,1987-08-23,1988 Tour du Limousin,Marc Gomez
1986 Tour du Limousin,1985 Tour du Limousin,Tour du Limousin,1986-08-24,1987 Tour du Limousin,Ronan Pensec
1985 Tour du Limousin,1984 Tour du Limousin,Tour du Limousin,1985-08-25,1986 Tour du Limousin,Benno Wiss
1984 Tour du Limousin,1983 Tour du Limousin,Tour du Limousin,1984-08-26,1985 Tour du Limousin,Marc Madiot
1983 Tour du Limousin,1982 Tour du Limousin,Tour du Limousin,1983-08-21,1984 Tour du Limousin,Dominique Arnaud
1982 Tour du Limousin,1981 Tour du Limousin,Tour du Limousin,1982-08-22,1983 Tour du Limousin,Marc Madiot
1981 Tour du Limousin,1980 Tour du Limousin,Tour du Limousin,1981-08-22,1982 Tour du Limousin,Dominique Arnaud
1980 Tour du Limousin,1979 Tour du Limousin,Tour du Limousin,1980-08-24,1981 Tour du Limousin,Claude Vincendeau
2007 Tour du Limousin,2006 Tour du Limousin,Tour du Limousin,2007-08-24,2008 Tour du Limousin,Óscar Pereiro
2018 Tour du Limousin,2017 Tour du Limousin,2.1,2018-08-18,2019 Tour du Limousin,Romain Sicard
2017 Tour du Limousin,2016 Tour du Limousin,2.1,2017-08-18,2018 Tour du Limousin,Philipp Walsleben
2016 Tour du Limousin,2015 Tour du Limousin,2.1,2016-08-19,2017 Tour du Limousin,Hubert Dupont
