col0,col1,col2,col3
Camp Atlanta,prisoner-of-war camp,Nebraska,United States of America
Camp Albuquerque,prisoner-of-war camp,New Mexico,United States of America
Bowmanville POW camp,prisoner-of-war camp,Clarington,Canada
Banstead Prisoner-of-War Camp,prisoner-of-war camp,Banstead,United Kingdom
Stalag VIII-A,prisoner-of-war camp,Zgorzelec,Poland
Stalag XI-A,prisoner-of-war camp,Möckern,Germany
Stalag XI-B,prisoner-of-war camp,Bad Fallingbostel,Germany
Stalag II-D,prisoner-of-war camp,Stargard,Poland
Oflag II B,prisoner-of-war camp,Choszczno,Poland
Oflag IX A/Z,prisoner-of-war camp,Rotenburg an der Fulda,Germany
Stalag VI-K,prisoner-of-war camp,Schloß Holte-Stukenbrock,Germany
Stalag V C,prisoner-of-war camp,Baden-Baden,Germany
