col0,col1,col2,col3
RV Gianna,1969-01-01,oceanographic research ship,Scripps Institution of Oceanography
RV E. W. Scripps,1924-01-01,oceanographic research ship,Scripps Institution of Oceanography
RV Ellen B. Scripps,1965-01-01,oceanographic research ship,Scripps Institution of Oceanography
RV Dolphin,1968-01-01,oceanographic research ship,Scripps Institution of Oceanography
RV Crest,1944-01-01,oceanographic research ship,Scripps Institution of Oceanography
RV Alpha Helix,1965-01-01,oceanographic research ship,Scripps Institution of Oceanography
RV Alexander Agassiz II,1944-01-01,oceanographic research ship,Scripps Institution of Oceanography
RV Alexander Agassiz I,1907-01-01,oceanographic research ship,Scripps Institution of Oceanography
Loma,1889-01-01,oceanographic research ship,Scripps Institution of Oceanography
RV New Horizon,1978-01-01,oceanographic research ship,Scripps Institution of Oceanography
