col0,col1,col2,col3,col4,col5
Anne Jenkins,Aberystwyth,253,Thomas Jones,Aberystwyth shipping records,1847-01-01
General Nott,Aberystwyth,732,Thomas  Morris,Aberystwyth shipping records,1877-01-01
Glenara,Aberystwyth,423,T Davies,Aberystwyth shipping records,1859-01-01
Hope,Aberystwyth,275,Robert Holmes,Aberystwyth shipping records,1865-01-01
Glenaros,Aberystwyth,679,Richard Watkins,Aberystwyth shipping records,1861-01-01
Jane Rowland,Aberystwyth,318,Richard Rowland,Aberystwyth shipping records,1868-01-01
Montego,Aberystwyth,316,Richard Roberts,Aberystwyth shipping records,1862-01-01
Claudia,Aberystwyth,394,Richard Morris,Aberystwyth shipping records,1871-01-01
Dora Ann,Aberystwyth,588,Richard James,Aberystwyth shipping records,1876-01-01
Heather Bell,Aberystwyth,257,Rees Jones Price,Aberystwyth shipping records,1859-01-01
Shon Quilt,Aberystwyth,458,Rees Davies,Aberystwyth shipping records,1859-01-01
Glenara,Aberystwyth,423,Rees Davies,Aberystwyth shipping records,1859-01-01
Bertie,Aberystwyth,470,Peter Le Maistre,Aberystwyth shipping records,1863-01-01
Caroline Spooner,Aberystwyth,663,N C Spooner,Aberystwyth shipping records,1877-01-01
Glenaros,Aberystwyth,679,Morgan Owens,Aberystwyth shipping records,1861-01-01
