col0,col1,col2,col3,col4
Requiem,Max Reger,music for the Requiem Mass,public domain,D minor
Requiem in C minor,Luigi Cherubini,music for the Requiem Mass,public domain,C minor
Missa in tempore belli,Joseph Haydn,musical work,public domain,C major
Missa Cellensis in honorem Beatissimae Virginis Mariae,Joseph Haydn,musical work,public domain,C major
A Cambridge Mass,Ralph Vaughan Williams,mass,public domain,G major
Missa in honorem Sanctissimae Trinitatis,Wolfgang Amadeus Mozart,mass,public domain,C major
Mass in G minor,Ralph Vaughan Williams,mass,public domain,G minor
Requiem,Max Reger,mass,public domain,D minor
Missa Cellensis,Joseph Haydn,mass,public domain,C major
Missa solemnis,Wolfgang Amadeus Mozart,mass,public domain,C major
Mass in C major,Ludwig van Beethoven,mass,public domain,C major
Sparrow Mass,Wolfgang Amadeus Mozart,mass,public domain,C major
Credo Mass,Wolfgang Amadeus Mozart,mass,public domain,C major
