col0,col1,col2,col3
Glenfarclas distillery,Ballindalloch,trademark,United Kingdom
Bladnoch distillery,Bladnoch,trademark,United Kingdom
Strathmill,Keith,trademark,United Kingdom
Buffalo Trace Distillery,Frankfort,whisky distillery,United States of America
Ailsa Bay,Girvan,whisky distillery,United Kingdom
Octomore,Port Charlotte,whisky distillery,United Kingdom
Invergordon distillery,Invergordon,whisky distillery,United Kingdom
Glenlossie,"Strathspey, Scotland",whisky distillery,United Kingdom
Girvan distillery,Girvan,whisky distillery,United Kingdom
Dufftown distillery,Dufftown,whisky distillery,United Kingdom
Strathisla distillery,Keith,whisky distillery,United Kingdom
Glenturret distillery,Crieff,whisky distillery,United Kingdom
Loch Lomond distillery,Alexandria,whisky distillery,United Kingdom
Highland Park distillery,Kirkwall,whisky distillery,United Kingdom
Glenkinchie distillery,Pencaitland,whisky distillery,United Kingdom
