col0,col1,col2,col3,col4,col5
2019 BinckBank Tour,2019-08-12,road bicycle racing,2018 BinckBank Tour,Baptiste Planckaert,2.UWT
2019 Tour de Pologne,2019-08-03,road bicycle racing,2018 Tour de Pologne,Diego Ulissi,2.UWT
2019 Giro d'Italia,2019-05-11,road bicycle racing,2018 Giro d'Italia,Dario Cataldo,2.UWT
2018 BinckBank Tour,2018-08-13,road bicycle racing,2017 BinckBank Tour,Maxime Vantomme,2.UWT
2018 Giro d'Italia,2018-05-04,road bicycle racing,2017 Giro d'Italia,Chris Froome,2.UWT
2019 BinckBank Tour,2019-08-12,road bicycle racing,2018 BinckBank Tour,Baptiste Planckaert,BinckBank Tour
2018 BinckBank Tour,2018-08-13,road bicycle racing,2017 BinckBank Tour,Maxime Vantomme,BinckBank Tour
2019 Tour de Pologne,2019-08-03,road bicycle racing,2018 Tour de Pologne,Diego Ulissi,Tour de Pologne
2019 Giro d'Italia,2019-05-11,road bicycle racing,2018 Giro d'Italia,Dario Cataldo,Giro d'Italia
2018 Giro d'Italia,2018-05-04,road bicycle racing,2017 Giro d'Italia,Chris Froome,Giro d'Italia
