col0,col1,col2,col3,col4,col5
Karabin maszynowy obserwatora wz.37,World War II,light machine gun,7.92×57mm Mauser,Poland,1937-01-01
Ultimax 100,Croatian War of Independence,light machine gun,5.56×45mm NATO,Singapore,1982-01-01
Type 11 light machine gun,World War II,light machine gun,6.5×50mmSR Arisaka,Japan,1922-01-01
Type 97 light machine gun,World War II,light machine gun,7.7×58mm Arisaka,Japan,1937-01-01
Type 96 light machine gun,World War II,light machine gun,6.5×50mmSR Arisaka,Japan,1936-01-01
Chauchat,World War I,light machine gun,8mm Lebel,France,1915-01-01
M1941 Johnson machine gun,World War II,light machine gun,.30-06 Springfield,United States of America,1940-01-01
Lahti-Saloranta M/26,World War II,light machine gun,7.62×53mmR,Finland,1930-01-01
Type 99 light machine gun,World War II,light machine gun,7.7×58mm Arisaka,Japan,1939-01-01
ZB vz. 26,World War II,light machine gun,7.92×57mm Mauser,First Czechoslovak Republic,1924-01-01
Daewoo Precision Industries K3,Colombian conflict,light machine gun,5.56×45mm NATO,South Korea,1989-01-01
