col0,col1,col2,col3,col4
Murshidabad,21842,9829,Lalbag subdivision,India
Kalimpong,24303,10113,Kalimpong subdivision,India
Chandannagar,82858,41347,Chandannagore subdivision,India
Barrackpore,74434,37312,Barrackpore subdivision,India
Alipurduar,32095,15556,Alipurduar district,India
Murshidabad,21842,9829,Bengal Subah,India
Cooch Behar,38921,18431,Cooch Behar district,India
Murshidabad,21842,9829,Nawabs of Bengal and Murshidabad,India
Nabadwip,60128,30914,Sena dynasty,India
Bankura,67543,29807,Bankura district,India
English Bazar,98697,42867,Malda district,India
Raiganj,87224,35326,Uttar Dinajpur district,India
