col0,col1,col2,col3
overweight,overnutrition,endocrinology,abnormally high value
Bobble-head doll syndrome,Arachnoid cyst,neurology,nervous system disease
infant respiratory distress syndrome,respiratory failure,pediatrics,health problem
metabolic syndrome,abdominal obesity-metabolic syndrome,endocrinology,rare disease
immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome,autoimmune disease,immunology,genetic disease
lethargy,clinical sign,neurology,syndrome
immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome,autoimmune disease,immunology,syndrome
Chiari-Frommel Syndrome,galactorrhea,obstetrics and gynaecology,syndrome
female sexual arousal disorder,hypoactive sexual desire disorder,psychiatry,syndrome
post-concussion syndrome,concussion,psychiatry,syndrome
pseudo-Klinefelter syndrome,male infertility,endocrinology,syndrome
contracture,musculoskeletal disorder,rheumatology,syndrome
Bobble-head doll syndrome,Arachnoid cyst,neurology,syndrome
infant respiratory distress syndrome,respiratory failure,pediatrics,syndrome
metabolic syndrome,abdominal obesity-metabolic syndrome,endocrinology,syndrome
