col0,col1,col2,col3,col4,col5,col6,col7
Dengeki Sentai Changeman,1986-02-22,Japanese,television series,1,55,Japan,Choudenshi Bioman
Chikyu Sentai Fiveman,1991-02-08,Japanese,television series,1,48,Japan,Kousoku Sentai Turboranger
Taiyo Sentai Sun Vulcan,1982-01-30,Japanese,television series,1,50,Japan,Denshi Sentai Denziman
Mirai Sentai Timeranger,2001-02-11,Japanese,television series,1,51,Japan,Kyuukyuu Sentai GoGoFive
Chōriki Sentai Ohranger,1996-02-23,Japanese,television series,1,48,Japan,Ninja Sentai Kakuranger
Gosei Sentai Dairanger,1994-02-11,Japanese,television series,1,50,Japan,Kyōryū Sentai Zyuranger
Chōjin Sentai Jetman,1992-02-14,Japanese,television series,1,51,Japan,Chikyu Sentai Fiveman
Seijuu Sentai Gingaman,1999-02-14,Japanese,television series,1,50,Japan,Denji Sentai Megaranger
Tokusou Sentai Dekaranger,2005-02-06,Japanese,television series,1,50,Japan,Bakuryū Sentai Abaranger
Tensou Sentai Goseiger,2011-02-06,Japanese,television series,1,50,Japan,Samurai Sentai Shinkenger
Choudenshi Bioman,1985-01-26,Japanese,television series,1,51,Japan,Kagaku Sentai Dynaman
J.A.K.Q. Dengekitai,1977-12-24,Japanese,television series,1,35,Japan,Himitsu Sentai Gorenger
Hikari Sentai Maskman,1988-02-20,Japanese,television series,1,51,Japan,Choushinsei Flashman
