col0,col1,col2,col3
modern physics,branch of physics,physics,physics
theory of relativity,branch of physics,scientific theory,modern physics
electrostatics,branch of physics,classical electromagnetism,physics
theoretical physics,branch of physics,physics,physics
optics,branch of physics,field of work,physics
biophysics,branch of physics,biology,physics
quantum mechanics,branch of physics,mechanics,modern physics
theory of relativity,physical law,scientific theory,modern physics
quantum mechanics,theory,mechanics,modern physics
magnetism,branch of physics,physical phenomenon,electromagnetism
viscosimetry,branch of physics,measurement,fluid dynamics
medical physics,branch of physics,physics,medicine
