col0,col1,col2,col3,col4,col5,col6
Ho-Oh,list of Pokémon introduced in Generation II,red,380,199,Pokémon universe,flying-type Pokémon
Moltres,list of Pokémon introduced in Generation I,yellow,200,60,Pokémon universe,flying-type Pokémon
Charizard,list of Pokémon introduced in Generation I,red,170,905,Pokémon universe,flying-type Pokémon
Arceus,list of Pokémon introduced in Generation IV,gray,320,320,Pokémon universe,fire-type Pokémon
Flareon,list of Pokémon introduced in Generation I,red,90,25,Pokémon universe,fire-type Pokémon
Entei,Legendary Pokémon,brown,210,198,Pokémon universe,fire-type Pokémon
Ho-Oh,list of Pokémon introduced in Generation II,red,380,199,Pokémon universe,fire-type Pokémon
Victini,list of Pokémon introduced in Generation V,yellow,40,4,Pokémon universe,fire-type Pokémon
Moltres,list of Pokémon introduced in Generation I,yellow,200,60,Pokémon universe,fire-type Pokémon
Reshiram,list of Pokémon introduced in Generation V,white,320,330,Pokémon universe,fire-type Pokémon
Charizard,list of Pokémon introduced in Generation I,red,170,905,Pokémon universe,fire-type Pokémon
Arceus,list of Pokémon introduced in Generation IV,gray,320,320,Pokémon universe,???-type Pokémon
Heatran,list of Pokémon introduced in Generation IV,brown,170,430,Pokémon universe,steel-type Pokémon
Lampent,Litwick and its evolutions,black,60,13,Pokémon universe,ghost-type Pokémon
