col0,col1,col2,col3,col4,col5
Rodgers Peak,Madera County,United States of America,738,12984,Yosemite Wilderness
Urdanostindene,Luster,Norway,710,1438,Jotunheimen National Park
Surtningssue,Lom,Norway,716.7,2368,Jotunheimen National Park
Urdanostindene,Årdal,Norway,710,1438,Jotunheimen National Park
Surtningssue,Vågå,Norway,716.7,2368,Jotunheimen National Park
Rodgers Peak,Madera County,United States of America,738,12984,Ansel Adams Wilderness
Kuna Peak,Tuolumne County,United States of America,1922,13008,Ansel Adams Wilderness
Vogelsang Peak,Mariposa County,United States of America,853,11498,Yosemite Wilderness
Mount Broderick,Mariposa County,United States of America,466,6706,Yosemite Wilderness
Paulina Peak,Deschutes County,United States of America,980,2434,Newberry National Volcanic Monument
Botev Peak,Plovdiv Province,Bulgaria,1567,2376,Central Balkan National Park
Puttegga,Norddal,Norway,566.2,1999,Reinheimen National Park
Punta Cristalliera,Metropolitan City of Turin,Italy,241,2801,Parco naturale Orsiera-Rocciavrè
