col0,col1,col2,col3,col4,col5,col6
2015 Israeli Badminton Championships,2015 Israel Badminton Championships – Men's doubles,2015-01-01,Israel,badminton,2016 Israeli Badminton Championships,WikiProject Badminton/tournament focus list
2012 Israeli Badminton Championships,2012 Israel Badminton Championships – Men's doubles,2012-01-01,Israel,badminton,2013 Israeli Badminton Championships,WikiProject Badminton/tournament focus list
1994 Israeli Badminton Championships,1994 Israel Badminton Championships – Men's doubles,1994-01-01,Israel,badminton,1995 Israeli Badminton Championships,WikiProject Badminton/tournament focus list
1993 Israeli Badminton Championships,1993 Israel Badminton Championships – Men's doubles,1993-01-01,Israel,badminton,1994 Israeli Badminton Championships,WikiProject Badminton/tournament focus list
1992 Israeli Badminton Championships,1992 Israel Badminton Championships – Men's doubles,1992-01-01,Israel,badminton,1993 Israeli Badminton Championships,WikiProject Badminton/tournament focus list
1991 Israeli Badminton Championships,1991 Israel Badminton Championships – Men's doubles,1991-01-01,Israel,badminton,1992 Israeli Badminton Championships,WikiProject Badminton/tournament focus list
1990 Israeli Badminton Championships,1990 Israel Badminton Championships – Men's doubles,1990-01-01,Israel,badminton,1991 Israeli Badminton Championships,WikiProject Badminton/tournament focus list
1989 Israeli Badminton Championships,1989 Israel Badminton Championships – Men's doubles,1989-01-01,Israel,badminton,1990 Israeli Badminton Championships,WikiProject Badminton/tournament focus list
1988 Israeli Badminton Championships,1988 Israel Badminton Championships – Men's doubles,1988-01-01,Israel,badminton,1989 Israeli Badminton Championships,WikiProject Badminton/tournament focus list
1987 Israeli Badminton Championships,1987 Israel Badminton Championships – Men's doubles,1987-01-01,Israel,badminton,1988 Israeli Badminton Championships,WikiProject Badminton/tournament focus list
1986 Israeli Badminton Championships,1986 Israel Badminton Championships – Men's doubles,1986-01-01,Israel,badminton,1987 Israeli Badminton Championships,WikiProject Badminton/tournament focus list
1985 Israeli Badminton Championships,1985 Israel Badminton Championships – Men's doubles,1985-01-01,Israel,badminton,1986 Israeli Badminton Championships,WikiProject Badminton/tournament focus list
1984 Israeli Badminton Championships,1984 Israel Badminton Championships – Men's doubles,1984-01-01,Israel,badminton,1985 Israeli Badminton Championships,WikiProject Badminton/tournament focus list
1983 Israeli Badminton Championships,1983 Israel Badminton Championships – Men's doubles,1983-01-01,Israel,badminton,1984 Israeli Badminton Championships,WikiProject Badminton/tournament focus list
1982 Israeli Badminton Championships,1982 Israel Badminton Championships – Men's doubles,1982-01-01,Israel,badminton,1983 Israeli Badminton Championships,WikiProject Badminton/tournament focus list
