col0,col1,col2,col3,col4,col5,col6
Waisenhausplatz fountain,1841-01-01,Switzerland,Bern,Fountains in Bern,Muschelkalk,Energie Wasser Bern
Henkerbrünnli,1829-01-01,Switzerland,Bern,Fountains in Bern,Jura limestone,Energie Wasser Bern
Mattenengebrunnen,1847-01-01,Switzerland,Mattequartier,Nydeggbrücke,granite,Energie Wasser Bern
fountain Brunngasse,1785-01-01,Switzerland,Bern,Brunngasse,brass,Energie Wasser Bern
Waisenhausplatz fountain,1841-01-01,Switzerland,yellow quarter,Fountains in Bern,brass,Energie Wasser Bern
fountain Brunngasse,1785-01-01,Switzerland,green quarter,Fountains in Bern,brass,Energie Wasser Bern
Mühlenplatz fountain,1756-01-01,Switzerland,Mattequartier,Fountains in Bern,brass,Energie Wasser Bern
Henkerbrünnli,1829-01-01,Switzerland,Länggasse-Felsenau,Fountains in Bern,brass,Energie Wasser Bern
Mühlenplatz fountain,1756-01-01,Switzerland,inner city,Fountains in Bern,brass,Energie Wasser Bern
fountain Brunngasse,1785-01-01,Switzerland,inner city,Fountains in Bern,brass,Energie Wasser Bern
Waisenhausplatz fountain,1841-01-01,Switzerland,inner city,Fountains in Bern,brass,Energie Wasser Bern
niche fountain,1865-01-01,Switzerland,Bern-Mittelland administrative district,Fountains in Bern,brass,Energie Wasser Bern
