col0,col1,col2,col3,col4,col5
2MASS J13264625-4735309,-1.94,possible red giant branch star,Omega Centauri,28,249.6
Cl* NGC 5139 L 574,-1.7,possible red giant branch star,Omega Centauri,1,207.9
Cl* NGC 5139 L 46,-1.97,possible red giant branch star,Omega Centauri,32,231.1
Cl* NGC 5139 LEID 48370,-1.44,possible red giant branch star,Omega Centauri,7,214.6
Cl* NGC 5139 LEID 41015,-2,possible red giant branch star,Omega Centauri,25,217.2
Cl* NGC 5139 L 674,-1.67,possible red giant branch star,Omega Centauri,14,234.4
Cl* NGC 5139 LEID 36259,-1.84,possible red giant branch star,Omega Centauri,16,250.59
Cl* NGC 5139 L 3287,-1.77,possible red giant branch star,Omega Centauri,22,242.4
Cl* NGC 5139 L 3226,-1.28,possible red giant branch star,Omega Centauri,32,230.5
WEB 11620,-1.8,possible red giant branch star,Omega Centauri,2,246
Cl* NGC 5139 LEID 42497,-1.84,possible red giant branch star,Omega Centauri,13,240.5
Cl* NGC 5139 LEID 18017,-2,possible red giant branch star,Omega Centauri,22,233.8
Cl* NGC 5139 LEID 89009,-2,possible red giant branch star,Omega Centauri,18,240.44
