col0,col1,col2,col3
Goethe-Institut Córdoba,Argentina,1967-01-01,Goethe-Institut
Goethe-Institut Sydney,Australia,1974-01-01,Goethe-Institut
Goethe-Institut Melbourne,Australia,1972-01-01,Goethe-Institut
Goethe-Institut Chile,Chile,1962-01-01,Goethe-Institut
Goethe-Institut Algeria,Algeria,1963-01-01,Goethe-Institut
Goethe-Institut Georgia,Georgia,1994-01-01,Goethe-Institut
Goethe-Institut Bosnia and Herzegovina,Bosnia and Herzegovina,2000-01-01,Goethe-Institut
Goethe-Institut Bulgaria,Bulgaria,1989-01-01,Goethe-Institut
Goethe-Institut Belarus,Belarus,1993-01-01,Goethe-Institut
Goethe-Institut Dresden,Germany,1996-01-01,Goethe-Institut
Goethe-Institut Göttingen,Germany,1973-01-01,Goethe-Institut
