col0,col1,col2,col3
website account on,have a social media account on this website,allowed qualifiers constraint,Wikidata property associated with the sites
family name,bears this family name,conflicts-with constraint,Wikidata property for items about fictional characters
performer,performer of,type constraint,Wikidata property for items about fictional characters
website account on,have a social media account on this website,allowed qualifiers constraint,property that may violate privacy
family name,bears this family name,conflicts-with constraint,Wikidata property encoding a vCard value
honorific prefix,addressed using this honorary prefix,type constraint,Wikidata property encoding a vCard value
member of,has member,type constraint,Wikidata property encoding a vCard value
official residence,official residence of,value requires statement constraint,Wikidata property related to politics
academic degree,academic degree held by,type constraint,Wikidata property related to education
discography,discography of,distinct values constraint,Wikidata property for items about musical works
family name,bears this family name,conflicts-with constraint,Wikidata property to indicate a name
performer,performer of,type constraint,Wikidata property for items about works
website account on,have a social media account on this website,allowed qualifiers constraint,Wikidata property for items about organizations
member of,has member,type constraint,Wikidata property for items about organizations
