col0,col1,col2,col3
Möslestadion,SC Freiburg,Kulturdenkmal,Germany
Kirov Stadium,FC Zenit Saint Petersburg,cultural heritage site in Russia,Russia
Stadion Gladbeck,Chemnitzer BC,architectural heritage monument in North Rhine-Westphalia,Germany
Letní stadion,SK DFO Pardubice,cultural monument of the Czech Republic,Czech Republic
Estádio do Restelo,C.F. Os Belenenses,Included in protected site,Portugal
Republican Stadium,Armenia national football team,cultural heritage monument in Armenia,Armenia
Tampere Stadium,Tampere United,Cultural Heritage Site of National Significance,Finland
Stadion am Zoo,Wuppertaler SV,architectural heritage monument in North Rhine-Westphalia,Germany
Moselstadion,SV Eintracht Trier 05,Kulturdenkmal,Germany
Eilenriedestadion,Hannover 96 II,architectural heritage monument,Germany
