col0,col1,col2,col3,col4
Larry Talbot,Larry Talbot,Lawrence,fictional human,male
Danny Torrance,Danny Torrance,Anthony,fictional human,male
Jack Torrance,Jack Torrance,Edward,fictional human,male
Ash Williams,Ash Williams,Ashley,fictional human,male
Norman Bates,Norman Bates,Norman,fictional human,male
Annie Wilkes,Annie Wilkes,Annie,fictional human,female
Michael Myers,Michael Myers,Michael,fictional human,male
Georgie Denbrough,Georgie Denbrough,Elmer,literary character,male
Isaac Chroner,Isaac Chroner,Isaac,literary character,male
Beverly Marsh,Beverly Marsh,Beverly,literary character,female
Bill Denbrough,Bill Denbrough,William,literary character,male
