col0,col1,col2,col3
Waterbus line 24,Waterbus (Rotterdam),Aquabus,Zwijndrecht
Waterbus line 21,Waterbus (Rotterdam),Aquabus,Zwijndrecht
Waterbus line 20,Waterbus (Rotterdam),Aquabus,Zwijndrecht
Waterbus line 24,Waterbus (Rotterdam),Aquabus,Dordrecht
Waterbus line 23,Waterbus (Rotterdam),Aquabus,Dordrecht
Waterbus line 22,Waterbus (Rotterdam),Aquabus,Dordrecht
Waterbus line 21,Waterbus (Rotterdam),Aquabus,Dordrecht
Waterbus line 20,Waterbus (Rotterdam),Aquabus,Dordrecht
R17,Rodalies de Catalunya regional rail services,Renfe Operadora,Catalonia
3,Stadtbahn Köln,Kölner Verkehrs-Betriebe,Cologne
5600 West MAX,Utah State Route 172,Utah Transit Authority,Salt Lake County
3500 South MAX,Utah State Route 171,Utah Transit Authority,South Salt Lake
