col0,col1,col2,col3,col4
Aitkin County,8.7,William Alexander Aitken,Kanabec County,United States of America
Dodge County,0.07,Henry Dodge,Mower County,United States of America
Polk County,1.3,James K. Polk,Red Lake County,United States of America
Benton County,1.2,Thomas Hart Benton,Sherburne County,United States of America
Anoka County,5.2,Anoka,Sherburne County,United States of America
Dakota County,4.2,Sioux,Rice County,United States of America
Chippewa County,1.1,Chippewa River,Yellow Medicine County,United States of America
Brown County,1.2,Joseph R. Brown,Nicollet County,United States of America
Blue Earth County,2.3,Blue Earth River,Nicollet County,United States of America
Carver County,5.8,Jonathan Carver,Wright County,United States of America
Renville County,0.4,Joseph Renville,Kandiyohi County,United States of America
