col0,col1,col2,col3
Dongli Subdistrict,255,Qiaoxi District,43022
"Donghua Subdistrict, Shijiazhuang",257,Qiaoxi District,18951
"Dongfeng Subdistrict, Shijiazhuang",256,Qiaoxi District,32788
Leliu Subdistrict,5,Shunde District,252364
Xinghua Subdistrict,109,Tianhe District,68139
Hezuo Road Subdistrict,269,"Xinhua District, Shijiazhuang",41450
Gexin Avenue Subdistrict,267,"Xinhua District, Shijiazhuang",22134
"Dongjiao Subdistrict, Shijiazhuang",265,"Xinhua District, Shijiazhuang",47971
"Beiyuan Subdistrict, Shijiazhuang",83,"Xinhua District, Shijiazhuang",29713
"Chengbei Subdistrict, Lianjiang",101,Lianjiang,43452
Chengbei Subdistrict,32,Jiangcheng District,48081
Xinghua Subdistrict,791,Wanbailin District,71096
Chengbei Subdistrict,46,Duanzhou District,117926
Shihua Subdistrict,641,Midong District,30769
