col0,col1,col2,col3
Absolute Duo,harem,2012-01-01,Manami Tanaka
Non Non Biyori,comedy anime and manga,2013-01-01,Kotori Koiwai
Absolute Duo,harem,2012-01-01,Nozomi Yamamoto
Little Witch Academia,seinen,2013-01-01,Megumi Han
Absolute Duo,harem,2012-01-01,Yoshihisa Kawahara
Watching Fuckin' TV All Time Makes a Fool,hentai,2007-01-01,Akifumi Miura
Absolute Duo,harem,2012-01-01,Takuya Eguchi
Watching Fuckin' TV All Time Makes a Fool,hentai,2007-01-01,Honoka
Non Non Biyori,comedy anime and manga,2013-01-01,Rie Murakawa
Absolute Duo,harem,2012-01-01,Satoshi Hino
Engaged to the Unidentified,comedy anime and manga,2014-01-01,Saki Fujita
Non Non Biyori,comedy anime and manga,2013-01-01,Kaori Nazuka
Absolute Duo,harem,2012-01-01,Yoshitsugu Matsuoka
Non Non Biyori,comedy anime and manga,2013-01-01,Ayane Sakura
