col0,col1,col2,col3,col4,col5
Benjamin Clawhauser,male,fictional cheetah,Nate Torrence,supporting character,Zootopia
Mrs. Otterton,female,fictional otter,Octavia Spencer,supporting character,Zootopia
Travis,male,"fictional weasel, polecat or mink",Byron Howard,minor character,Bunnyburrow
Duke Weaselton,male,"fictional weasel, polecat or mink",Alan Tudyk,minor character,Zootopia
Pronk Oryx-Antlerson,male,fictional bovid,Jared Bush,minor character,Zootopia
Bucky Oryx-Antlerson,male,fictional bovid,Byron Howard,minor character,Zootopia
Yax,male,fictional bovid,Tommy Chong,minor character,Sahara Square
Gazelle,female,fictional bovid,Shakira,supporting character,Sahara Square
Leodore Lionheart,male,fictional lion,J. K. Simmons,supporting character,Zootopia
Priscilla,female,fictional sloth or anteater,Kristen Bell,minor character,Zootopia
Flash,male,fictional sloth or anteater,Raymond S. Persi,supporting character,Zootopia
Landlady,female,fictional armadillo,Josie Trinidad,minor character,Zootopia
Officer McHorn,male,fictional rhinoceros,Mark Smith,minor character,Zootopia
Peter Moosebridge,male,fictional moose,Peter Mansbridge,minor character,Zootopia
Sharla,female,fictional sheep,Madeleine Curry,minor character,Bunnyburrow
