col0,col1,col2,col3
Banqueter-Eléonte 515,"Room 170, display case 32",0600-01-01,anonymous
alabastron-D 161,"Room 170, display case 32",-0549-01-01T00:00:00Z,anonymous
Kouros musician-Ma 4677,"Room 170, display case 32",0600-01-01,anonymous
man wearing a loincloth-AM 2119,"Room 300, display case 7",-2000-01-01T00:00:00Z,anonymous
Magical statuette of a woman-E 13495,Room 173,1000-01-01,anonymous
Rider-AO 9026,"Near Eastern Antiquities, room 302, display case 8",-1149-01-01T00:00:00Z,anonymous
Stele of Shadrafa-AO 22247,Room 311,-1000-01-01T00:00:00Z,anonymous
Lion-AO 19804,Room 302,-0900-01-01T00:00:00Z,anonymous
Terracotta kylix: band-cup,Metropolitan Museum of Art,-0600-01-01T00:00:00Z,Oakeshott Painter
Tamuin's teen,National Museum of Anthropology,1500-01-01,Huastec civilization
