col0,col1,col2,col3,col4
Thompson submachine gun,weapon model,1750000,submachine gun,John T. Thompson
ZiS-3,weapon model,103000,field gun,Nizhny Novgorod Machine-building Plant
Type 38 75 mm Field Gun,weapon model,2000,75 mm field gun,Krupp
7.5 cm leichtes Infanteriegeschütz 18,weapon model,12,infantry gun,Rheinmetall AG
7.5 cm Pak 40,weapon model,23500,anti-tank gun,Rheinmetall AG
7.5 cm PaK 41,weapon model,150,anti-tank gun,Krupp
7.5 cm Gebirgsgeschütz 36,weapon model,1193,mountain gun,Rheinmetall AG
Haubitze M1,weapon model,8,siege howitzer,Rheinmetall AG
M2,weapon model,3000000,heavy machine gun,John Browning
M1903 Springfield,weapon model,1300000,repeating rifle,Springfield Armory
21 cm Mörser 18,weapon model,711,210 mm artillery,Krupp
sFH 18,weapon model,5403,150 mm gun,Krupp
