col0,col1,col2,col3,col4,col5,col6,col7
Venkatagirikota mandal,88321,764,India,UTC+05:30,Chittoor district,74919,44296
Vadamalapeta mandal,32407,252,India,UTC+05:30,Chittoor district,31291,16196
Bhattiprolu mandal,50252,11,India,UTC+05:30,Guntur district,50252,25134
Tuggali mandal,59462,469,India,UTC+05:30,Kurnool District,51931,30466
Venkatachalam mandal,61275,20,India,UTC+05:30,Sri Potti Sri Ramulu Nellore district,55592,30784
Pamidimukkala mandal,53913,14,India,UTC+05:30,Krishna district,53913,26835
Palasa mandal,97551,38,India,UTC+05:30,Srikakulam district,37951,47915
Rajam mandal,94039,61,India,UTC+05:30,Srikakulam district,51842,47017
Sompeta mandal,78908,7,India,UTC+05:30,Srikakulam district,56715,38161
Pendurthi mandal,146650,22,India,UTC+05:30,Visakhapatnam district,32380,73434
Paravada mandal,78165,19,India,UTC+05:30,Visakhapatnam district,52605,39430
Seeta Nagaram mandal,58182,95,India,UTC+05:30,Vizianagaram district,56331,28992
Balijipeta  mandal,59764,76,India,UTC+05:30,Vizianagaram district,59764,29536
