col0,col1,col2,col3
Arcas tumulares românicas,São Nicolau,Portugal,Mesão Frio (Santo André)
Túmulo de João Afonso,São Nicolau,Portugal,"Santarém (Marvila), Santa Iria da Ribeira de Santarém, Santarém (São Salvador) e Santarém (São Nicolau)"
Túmulo de Fernão Rodrigues Redondo na capela de São Pedro,São Nicolau,Portugal,"Santarém (Marvila), Santa Iria da Ribeira de Santarém, Santarém (São Salvador) e Santarém (São Nicolau)"
Grave of David Hare,College Square,India,"Ward No. 40, Kolkata Municipal Corporation"
Campa medieval de granito,Alpendurada e Matos,Portugal,"Alpendorada, Várzea e Torrão"
Penedo de Vegide com duas sepulturas escavadas,Sobrado,Portugal,Sobrado e Bairros
Sepulturas no lugar de Pampelido / Montedouro,Perafita,Portugal,"Perafita, Lavra and Santa Cruz do Bispo"
Necrópole de sepulturas escavadas na rocha em Malpartida,Malpartida,Portugal,Malpartida e Vale de Coelha
Igreja do Salvador,Mouçós,Portugal,Mouçós e Lamares
Gravestone of Vojtěch Tittelbach,Cemetery in Šárka,Czech Republic,Dejvice
Grave,Old catholic cemetery in Pionki,Poland,Pionki
