col0,col1,col2,col3
canton of Chemillé-Melay,Chemillé,2015-03-01,533.47
Canton of La Vallée de l'Orbiel,Villemoustaussou,2016-01-01,254.75
Canton of Les Corbières,Fabrezan,2016-01-01,1025.06
Canton of Le Haut-Minervois,Rieux-Minervois,2016-01-01,326.96
Canton of Le Sud-Minervois,Sallèles-d'Aude,2016-01-01,196.4
canton of Les Corbières Méditerranée,Sigean,2016-01-01,298.3
Canton of La Piège au Razès,Bram,2016-01-01,703.89
Canton of Le Bassin chaurien,Castelnaudary,2016-01-01,278.62
Canton of La Région Limouxine,Limoux,2016-01-01,390.02
Canton of La Montagne d'Alaric,Trèbes,2016-01-01,310.82
canton of La Malepère à la Montagne Noire,Montréal,2016-01-01,413.29
Canton of Le Lézignanais,Lézignan-Corbières,2016-01-01,120.32
canton of L'Isle-d'Abeau,L'Isle-d'Abeau,1985-01-24,29.76
