col0,col1,col2,col3,col4,col5,col6,col7
Cheyenne County,National Register of Historic Places listings in Colorado,1890,Cheyenne Wells,Wallace County,Colorado,Cheyenne County,United States of America
Hinsdale County,"National Register of Historic Places listings in Hinsdale County, Colorado",813,Lake City,San Juan County,Colorado,Hinsdale County,United States of America
La Plata County,"National Register of Historic Places listings in La Plata County, Colorado",53284,Durango,San Juan County,Colorado,La Plata County,United States of America
Dolores County,National Register of Historic Places listings in Colorado,2029,Dove Creek,San Miguel County,Colorado,Dolores County,United States of America
Logan County,"National Register of Historic Places listings in Logan County, Colorado",22450,Sterling,Morgan County,Colorado,Logan County,United States of America
Phillips County,National Register of Historic Places listings in Colorado,4356,Holyoke,Yuma County,Colorado,Phillips County,United States of America
Kit Carson County,National Register of Historic Places listings in Colorado,8037,Burlington,Yuma County,Colorado,Kit Carson County,United States of America
Summit County,"National Register of Historic Places listings in Summit County, Colorado",28649,Breckenridge,Park County,Colorado,Summit County,United States of America
Mesa County,"National Register of Historic Places listings in Mesa County, Colorado",147554,Grand Junction,Montrose County,Colorado,Mesa County,United States of America
Delta County,"National Register of Historic Places listings in Delta County, Colorado",30483,Delta,Montrose County,Colorado,Delta County,United States of America
Conejos County,"National Register of Historic Places listings in Conejos County, Colorado",8277,Conejos,Rio Grande County,Colorado,Conejos County,United States of America
Mineral County,National Register of Historic Places listings in Colorado,721,Creede,Rio Grande County,Colorado,Mineral County,United States of America
Alamosa County,"National Register of Historic Places listings in Alamosa County, Colorado",16253,Alamosa,Rio Grande County,Colorado,Alamosa County,United States of America
