col0,col1,col2,col3,col4,col5
1951 Paris-Tours,1951 Challenge Desgrange-Colombo,1951-10-07,Jacques Dupont,1952 Paris-Tours,Jacques Renaud
1950 Paris-Tours,1950 Challenge Desgrange-Colombo,1950-05-07,Guy Lapébie,1951 Paris-Tours,Galliano Pividori
1949 Paris-Tours,1949 Challenge Desgrange-Colombo,1949-05-15,Jacques Geus,1950 Paris-Tours,Marcel Rijckaert
1952 Paris-Tours,1952 Challenge Desgrange-Colombo,1952-10-05,Albéric Schotte,1953 Paris-Tours,Jan De Valck
1951 Paris-Tours,1951 Challenge Desgrange-Colombo,1951-10-07,Jacques Dupont,1952 Paris-Tours,René Walschot
1950 Paris-Tours,1950 Challenge Desgrange-Colombo,1950-05-07,Guy Lapébie,1951 Paris-Tours,Jean Lauk
1949 Paris-Tours,1949 Challenge Desgrange-Colombo,1949-05-15,Jacques Geus,1950 Paris-Tours,Jean Lauk
1952 Paris-Tours,1952 Challenge Desgrange-Colombo,1952-10-05,Albéric Schotte,1953 Paris-Tours,Albert Dolhats
1950 Paris-Tours,1950 Challenge Desgrange-Colombo,1950-05-07,Guy Lapébie,1951 Paris-Tours,Roger Queugnet
1952 Paris-Tours,1952 Challenge Desgrange-Colombo,1952-10-05,Albéric Schotte,1953 Paris-Tours,Émile Baffert
1949 Paris-Tours,1949 Challenge Desgrange-Colombo,1949-05-15,Jacques Geus,1950 Paris-Tours,Roger Lévêque
1951 Paris-Tours,1951 Challenge Desgrange-Colombo,1951-10-07,Jacques Dupont,1952 Paris-Tours,Roger Chupin
1950 Paris-Tours,1950 Challenge Desgrange-Colombo,1950-05-07,Guy Lapébie,1951 Paris-Tours,Robert Desbats
