col0,col1,col2,col3,col4,col5,col6,col7
Serampore,municipality of West Bengal,Srirampore subdivision,148641,11.6,33201,93694,UTC+05:30
Maheshtala,municipality of West Bengal,Alipore Sadar subdivision,329813,44.18,118504,229693,UTC+05:30
Panihati,municipality of West Bengal,Barrackpore subdivision,322770,19.38,54577,189446,UTC+05:30
Habra,municipality of West Bengal,Barasat Sadar subdivision,121952,21.8,25269,74592,UTC+05:30
Halisahar,municipality of West Bengal,Barrackpore subdivision,100560,8.29,24379,65467,UTC+05:30
Gobardanga,municipality of West Bengal,Barasat Sadar subdivision,38461,13.5,6916,23025,UTC+05:30
Gangarampur,municipality of West Bengal,Gangarampur subdivision,42905,10.29,13312,29095,UTC+05:30
English Bazar,municipality of West Bengal,Malda Sadar subdivision,148766,81,56755,106824,UTC+05:30
Diamond Harbour,municipality of West Bengal,Diamond Harbour subdivision,32753,10.36,9049,21050,UTC+05:30
Contai,municipality of West Bengal,Contai subdivision,78500,17.25,13726,49031,UTC+05:30
Kurseong,municipality of West Bengal,Kurseong subdivision,36405,5.05,6041,21423,UTC+05:30
Krishnanagar,municipality of West Bengal,Krishnanagar Sadar subdivision,127927,18.48,25135,77146,UTC+05:30
Nabadwip,municipality of West Bengal,Krishnanagar Sadar subdivision,101960,9.81,23583,65415,UTC+05:30
