col0,col1,col2,col3,col4,col5
Yamanokuchi service area,Tano interchange,Miyakonojō,rest area,Japan,Miyazaki Expressway
Sagae service area,Nishikawa interchange,Sagae,rest area,Japan,Yamagata Expressway
Miyajima service area,Hatsukaichi junction,Hatsukaichi,rest area,Japan,San'yō Expressway
Futaba service area,Futaba junction,Kai,rest area,Japan,Chūō Expressway
Igei service area,Kin interchange,Kin,rest area,Japan,Okinawa Expressway
Nanatsukahara service area,Miyoshi-higashi junction,Shōbara,rest area,Japan,Chugoku Expressway
Tatsuno-nishi service area,Harima junction,Tatsuno,rest area,Japan,San'yō Expressway
Kano service area,Tokuji interchange,Shūnan,rest area,Japan,Chugoku Expressway
Minamisoma-kashima service area,Soma interchange,Minamisōma,rest area,Japan,Jōban Expressway
Shiozawa-Ishiuchi service area,Muikamachi interchange,Minamiuonuma,rest area,Japan,Kan-Etsu Expressway
Konoike service area,Kojima interchange,Kurashiki,rest area,Japan,Seto-Chūō Expressway
Awaji service area,Higashiura interchange,Awaji,rest area,Japan,Kobe-Awaji-Naruto Expressway
Tsugaru service area,Kuroishi interchange,Hirakawa,rest area,Japan,Tōhoku Expressway
Tsuda-no-matsubara service area,Tsuda-Sangawa interchange,Sanuki,rest area,Japan,Takamatsu Expressway
Yokokawa service area,Usui-Karuizawa interchange,Annaka,rest area,Japan,Jōshin-etsu Expressway
