col0,col1,col2,col3,col4,col5
Homerian,Sheinwoodian,Gorstian,Wenlock,"Homer, Shropshire",stage
Kimmeridgian,Oxfordian,Tithonian,Late Jurassic,Kimmeridge,stage
Ladinian,Anisian,Carnian,Middle Triassic,Ladin people,stage
Hettangian,Rhaetian,Sinemurian,Early Jurassic,Hettange-Grande,stage
Calabrian,Gelasian,Chibanian,Pleistocene,Calabria,stage
Piacenzian,Zanclean,Gelasian,Pliocene,Piacenza,stage
Rupelian,Priabonian,Chattian,Oligocene,Rupel,stage
Aquitanian,Chattian,Burdigalian,Miocene,Aquitaine,stage
Messinian,Tortonian,Zanclean,Miocene,Messina,stage
Danian,Cretaceous–Paleogene extinction event,Selandian,Palaeocene,Denmark,stage
Campanian,Santonian,Maastrichtian,Late Cretaceous,Champagne,stage
Oxfordian,Callovian,Kimmeridgian,Late Jurassic,Oxford,stage
Bajocian,Aalenian,Bathonian,Middle Jurassic,Bayeux,stage
Albian,Aptian,Cenomanian,Early Cretaceous,Aube,stage
Frasnian,Givetian,Famennian,Upper Devonian,Frasnes-lez-Couvin,stage
