col0,col1,col2,col3,col4,col5
Faia - Vale Afonsinho,Portugal,archaeological site,"Algodres, Vale de Afonsinho e Vilar de Amargo",Vale de Afonsinho,UNESCO World Heritage Site
Faia,Portugal,archaeological site,Vale do Côa,Cidadelhe,UNESCO World Heritage Site
Faia - Vale Afonsinho,Portugal,cultural heritage,"Algodres, Vale de Afonsinho e Vilar de Amargo",Vale de Afonsinho,UNESCO World Heritage Site
Faia,Portugal,cultural heritage,Vale do Côa,Cidadelhe,UNESCO World Heritage Site
archaeological site Br 3.1 on Skarpnäs,Finland,petroglyph,Brändö,Björnholma,site in Åland archaeological sites register
archaeological site Br 12.3 on Småskär,Finland,petroglyph,Brändö,Åva,site in Åland archaeological sites register
archaeological site Br 12.2 on Småskär,Finland,petroglyph,Brändö,Åva,site in Åland archaeological sites register
archaeological site Br 1.1 on Nötholm,Finland,petroglyph,Brändö,Asterholma,site in Åland archaeological sites register
archaeological site Kö 2.6,Finland,petroglyph,Kökar,Hamnö,site in Åland archaeological sites register
Faia - Vale Afonsinho,Portugal,petroglyph,"Algodres, Vale de Afonsinho e Vilar de Amargo",Vale de Afonsinho,UNESCO World Heritage Site
Faia,Portugal,petroglyph,Vale do Côa,Cidadelhe,UNESCO World Heritage Site
archaeological site Br 8.2 on Notkobbarna,Finland,petroglyph,Brändö,Korsö,site in Åland archaeological sites register
archaeological site Br 8.1 on Vindarudden,Finland,petroglyph,Brändö,Korsö,site in Åland archaeological sites register
