col0,col1,col2,col3,col4,col5,col6
Python,Guido van Rossum,cross-platform,Modula-3,C,duck typing,object-oriented programming
Ruby,Yukihiro Matsumoto,cross-platform,Eiffel,C,duck typing,reflective programming
Ceylon,Gavin King,cross-platform,Smalltalk,Java,strong typing,multi-paradigm programming
Groovy,Java Community Process,cross-platform,Ruby,Java,strong typing,multi-paradigm programming
Ceylon,Gavin King,cross-platform,Smalltalk,Java,static typing,multi-paradigm programming
Groovy,Java Community Process,cross-platform,Ruby,Java,static typing,multi-paradigm programming
Ceylon,Red Hat,cross-platform,Lisp,Java,static typing,multi-paradigm programming
Groovy,Java Community Process,cross-platform,Ruby,Java,dynamic typing,multi-paradigm programming
Ceylon,Red Hat,cross-platform,Lisp,Java,safety typing,multi-paradigm programming
Groovy,Java Community Process,cross-platform,Ruby,Java,duck typing,multi-paradigm programming
Ruby,Yukihiro Matsumoto,cross-platform,Eiffel,C,strong typing,imperative programming
Ceylon,Gavin King,cross-platform,Smalltalk,Java,strong typing,imperative programming
Groovy,Java Community Process,cross-platform,Ruby,Java,strong typing,imperative programming
Ceylon,Gavin King,cross-platform,Smalltalk,Java,static typing,imperative programming
