col0,col1,col2,col3
Fragment with star pattern and griffins,textile artwork,public domain,griffin
Fragment with arcade and palmettes,textile artwork,public domain,arcade
Square Ornament from a Tunic,textile artwork,public domain,deer
Decorated Band from a Tunic or Curtain,textile artwork,public domain,bird
Fragment of Silk Taffeta with “Rose and Nightingale” Motif,textile artwork,public domain,gul-u-bulbul
Lampas with scrolling vines and grape leaves,textile artwork,public domain,grapevine
"Silk fragment with scrolling vines, grape leaves, grapes and birds",textile artwork,public domain,grapevine
"Lampas with lion strangler, from a dalmatic of Saint Bernard Calvo",textile artwork,public domain,lion strangler
Cloth of gold with winged lions and griffins,textile artwork,public domain,griffin
Tapestry with lattice of animals in medallions,textile artwork,public domain,lattice
