col0,col1,col2,col3
JNR Taki 3000,14300,2001-01-01,rolling stock class
JNR Taki 29000,12000,2009-01-01,rolling stock class
JNR Taki 10000,12800,2001-01-01,rolling stock class
JNR Taki 10450,10200,2009-01-01,rolling stock class
JNR Taki 2100,12400,2001-01-01,rolling stock class
JNR Taki 7250,12010,2007-01-01,rolling stock class
JNR Taki 5300,10400,1987-03-01,rolling stock class
JNR Taki 7950,12050,2007-01-01,rolling stock class
JNR Taki 6400,12200,1995-01-01,rolling stock class
JNR Taki 8850,14200,2003-01-01,rolling stock class
JNR Taki 13700,12010,2007-01-01,rolling stock class
