col0,col1,col2,col3,col4
Festál at Seattle Center,1996-01-01,Seattle,United States of America,Seattle Center
Festival Internacional de la Sierra,1980-01-01,Extremadura,Spain,Fregenal de la Sierra
Utah Shakespearean Festival,1961-01-01,Cedar City,United States of America,Southern Utah University
Edinburgh Art Festival,2004-01-01,City of Edinburgh,United Kingdom,Edinburgh
Oerol Festival,1981-01-01,Terschelling,Netherlands,Terschelling
Belfast Festival at Queen's,1962-01-01,Belfast,United Kingdom,Belfast
Noorderlicht,1980-01-01,Groningen,Netherlands,Groningen
Dance Umbrella,1978-01-01,London,United Kingdom,London
Greidhoek' Festival,2011-01-01,Súdwest-Fryslân,Kingdom of the Netherlands,Wommels
Anjou Vélo Vintage,2011-01-01,Communauté d'agglomération Saumur Val de Loire,France,Loire Valley
El Gouna Film Festival,2017-01-01,Red Sea Governorate,Egypt,El Gouna
Agrarische Dagen,1954-01-01,Friesland,Netherlands,Franeker
