col0,col1,col2,col3
1982 Gent–Wevelgem,1983 Gent–Wevelgem,Henk Lubberding,Wevelgem
1980 Gent–Wevelgem,1981 Gent–Wevelgem,Henk Lubberding,Wevelgem
1988 Gent–Wevelgem,1989 Gent–Wevelgem,Ron Kiefel,Wevelgem
1981 Gent–Wevelgem,1982 Gent–Wevelgem,Marc Demeyer,Wevelgem
1982 Gent–Wevelgem,1983 Gent–Wevelgem,Silvano Contini,Wevelgem
1974 Gent–Wevelgem,1975 Gent–Wevelgem,Frans Verbeeck,Wevelgem
1986 Gent–Wevelgem,1987 Gent–Wevelgem,Ludo Peeters,Wevelgem
1983 Gent–Wevelgem,1984 Gent–Wevelgem,Ludo Peeters,Wevelgem
1981 Gent–Wevelgem,1982 Gent–Wevelgem,Ludo Peeters,Wevelgem
1988 Gent–Wevelgem,1989 Gent–Wevelgem,Ludo Peeters,Wevelgem
1985 Gent–Wevelgem,1986 Gent–Wevelgem,Eric Vanderaerden,Wevelgem
1984 Gent–Wevelgem,1985 Gent–Wevelgem,Eric Vanderaerden,Wevelgem
1986 Gent–Wevelgem,1987 Gent–Wevelgem,Kim Andersen,Wevelgem
1974 Gent–Wevelgem,1975 Gent–Wevelgem,Barry Hoban,Wevelgem
1980 Gent–Wevelgem,1981 Gent–Wevelgem,Willy Teirlinck,Wevelgem
