col0,col1,col2,col3,col4,col5
Patharghata Upazila,163927,43085,Bangladesh,387.36,83383
Banaripara Upazila,148188,34186,Bangladesh,134.32,75115
Bakerganj Upazila,313845,71537,Bangladesh,417.2,164920
Mirzaganj Upazila,121716,28205,Bangladesh,175.45,62424
Manpura Upazila,76582,17080,Bangladesh,373.19,37836
Bhola Sadar Upazila,430520,88068,Bangladesh,413.16,216308
Burhanuddin Upazila,233860,48534,Bangladesh,284.67,118827
Bamna Upazila,79564,19537,Bangladesh,101.05,40126
Jagannathpur Upazila,259490,42866,Bangladesh,368.27,129526
Betagi Upazila,117145,27922,Bangladesh,167.75,60462
Babuganj Upazila,140361,31663,Bangladesh,164.88,72775
Patuakhali Sadar Upazila,316462,68813,Bangladesh,362.62,161067
