col0,col1,col2,col3,col4
Adams County,John Adams,Baker County,3548,Council
Bingham County,Henry H. Bingham,Bannock County,5491,Blackfoot
Boise County,Boise River,Ada County,4938,Idaho City
Clearwater County,Clearwater River,Idaho County,6444,Orofino
Bear Lake County,Bear Lake,Rich County,2718,Paris
Owyhee County,Hawaii,Ada County,19934,Murphy
Cassia County,Cassia Creek,Box Elder County,6683,Burley
Washington County,George Washington,Baker County,3817.64,Weiser
Latah County,Latah Creek,Clearwater County,2789,Moscow
Bonneville County,Benjamin Bonneville,Lincoln County,4923,Idaho Falls
Power County,American Falls Dam,Bannock County,3736,American Falls
