col0,col1,col2,col3,col4,col5
Lake Constance,395.23,90,High Rhine,hypereutrophic lake,Schussen
Lake Maggiore,193,372,Ticino,area not part of a municipality of Switzerland,Maggia
Lake Constance,395.23,90,High Rhine,eutrophic lake,Bregenzer Ache
Lake Maggiore,193,372,Ticino,lake,Maggia
Lac de la Gruyère,677,75,Saane/Sarine,area not part of a municipality of Switzerland,Jogne
Ägerisee,723,83,Lorze,area not part of a municipality of Switzerland,Hüribach
Greifensee,435,34,Glatt,area not part of a municipality of Switzerland,Mönchaltorfer Aa
Walensee,419,151,Linth,area not part of a municipality of Switzerland,Seez
Lake Brienz,564,260,Aare,area not part of a municipality of Switzerland,Lütschine
Lake Biel,429,74,Aare,area not part of a municipality of Switzerland,Suze
