col0,col1,col2,col3,col4
Herrín de Campos,municipality of Spain,Central European Time,Tierra de Campos,río Sequillo
Castrillo de Villavega,municipality of Spain,UTC+01:00,Tierra de Campos,Río Valdavia
Bijuesca,municipality of Spain,UTC+01:00,Celtiberian Range,Manubles river
Abia de las Torres,municipality of Spain,UTC+01:00,Tierra de Campos,Río Valdavia
Torrijo de la Cañada,municipality of Spain,UTC+01:00,Celtiberian Range,Manubles river
Medina de Rioseco,municipality of Spain,UTC+01:00,Tierra de Campos,río Sequillo
Berdejo,municipality of Spain,UTC+01:00,Celtiberian Range,Manubles river
Reznos,municipality of Spain,UTC+01:00,Celtiberian Range,Caraban river
Sóller,municipality of Spain,UTC+01:00,Majorca,Mediterranean Sea
Valldemossa,municipality of Spain,UTC+01:00,Majorca,Mediterranean Sea
Ciria,municipality of Spain,UTC+01:00,Celtiberian Range,Manubles river
