col0,col1,col2,col3
"stable, oil storage and carriage shed D7 in Verla",Verla,protected by the law on the protection of the architectural heritage in Finland,Kouvola
stable in Linnankasarmi barracks in Hämeenlinna,Linnankasarmi barracks in Hämeenlinna,building protected by Decree 480/85 in Finland,Hämeenlinna
stable in Vanaja old rectory,Vanaja old rectory,protected by the law on the protection of the architectural heritage in Finland,Hämeenlinna
stable in Lyytikkälä farm,Lyytikkälä farm,building protected by Decree 480/85 in Finland,Mikkeli
hay stable in Pien-Toijola farm,Small-Toijola farm,protected by the law on the protection of the architectural heritage in Finland,Mikkeli
stable in Pien-Toijola farm,Small-Toijola farm,protected by the law on the protection of the architectural heritage in Finland,Mikkeli
mill stable in Small-Toijola farm,Small-Toijola farm,protected by the law on the protection of the architectural heritage in Finland,Mikkeli
stable in Small-Toijola farm,Small-Toijola farm,protected by the law on the protection of the architectural heritage in Finland,Mikkeli
stable in Jokiniemi research estate,Jokiniemi research estate,building protected by Decree 480/85 in Finland,Vantaa
"Stables Building, Currie Barracks",Currie Barracks,Alberta provincial historic resource,Calgary
stable in Seesta Manor,Seesta Manor,protected by the law on the protection of the architectural heritage in Finland,Lahti
Stables of Weissenau Abbey,Weissenau Abbey,Kulturdenkmal,Ravensburg
stable in Yli-Laurosela house museum,Yli-Laurosela House Museum,building protected by Decree 480/85 in Finland,Ilmajoki
stable in old Loukasmäki,old Loukasmäki,protected by the law on the protection of the architectural heritage in Finland,Ilmajoki
The Stable at Sunnyside,Sunnyside,registered heritage structure,St. John's
