col0,col1,col2,col3
Gooding County,United States of America,county of Idaho,"National Register of Historic Places listings in Gooding County, Idaho"
Nez Perce County,United States of America,county of Idaho,"National Register of Historic Places listings in Nez Perce County, Idaho"
Jerome County,United States of America,county of Idaho,"National Register of Historic Places listings in Jerome County, Idaho"
Jefferson County,United States of America,county of Idaho,"National Register of Historic Places listings in Jefferson County, Idaho"
Gem County,United States of America,county of Idaho,"National Register of Historic Places listings in Gem County, Idaho"
Fremont County,United States of America,county of Idaho,"National Register of Historic Places listings in Fremont County, Idaho"
Franklin County,United States of America,county of Idaho,"National Register of Historic Places listings in Franklin County, Idaho"
Idaho County,United States of America,county of Idaho,"National Register of Historic Places listings in Idaho County, Idaho"
Kootenai County,United States of America,county of Idaho,"National Register of Historic Places listings in Kootenai County, Idaho"
Madison County,United States of America,county of Idaho,"National Register of Historic Places listings in Madison County, Idaho"
Payette County,United States of America,county of Idaho,"National Register of Historic Places listings in Payette County, Idaho"
Oneida County,United States of America,county of Idaho,"National Register of Historic Places listings in Oneida County, Idaho"
Owyhee County,United States of America,county of Idaho,"National Register of Historic Places listings in Owyhee County, Idaho"
Power County,United States of America,county of Idaho,"National Register of Historic Places listings in Power County, Idaho"
Lewis County,United States of America,county of Idaho,"National Register of Historic Places listings in Lewis County, Idaho"
