col0,col1,col2,col3
Murtal District,Judenburg,Liezen District,1675.38
Baden District,Baden bei Wien,Mödling District,753.37
Amstetten District,Amstetten,Scheibbs District,1187.97
Zell am See District,Zell am See,South Tyrol,2640.85
Braunau am Inn District,Braunau am Inn,Altötting,1040.38
Hallein District,Hallein,Berchtesgadener Land,668.31
St. Johann im Pongau District,Sankt Johann im Pongau,Berchtesgadener Land,1755.37
Zell am See District,Zell am See,Berchtesgadener Land,2640.85
Salzburg-Umgebung District,Salzburg,Berchtesgadener Land,1004.36
Kufstein District,Kufstein,Traunstein,969.9
Kitzbühel District,Kitzbühel,Traunstein,1163.28
Zell am See District,Zell am See,Traunstein,2640.85
Braunau am Inn District,Braunau am Inn,Traunstein,1040.38
Salzburg-Umgebung District,Salzburg,Traunstein,1004.36
