col0,col1,col2,col3,col4
villa Deshayes,6,1880-01-01,rue Didot,villa
villa Daviel,6,1912-01-01,rue Daviel,villa
villa Dancourt,7,1933-01-01,boulevard Marguerite-de-Rochechouart,villa
villa Croix-Nivert,10,1911-01-01,passage Ribet,villa
villa Copernic,6,1890-01-01,rue Copernic,villa
villa Claude-Monet,4.8,1928-01-01,rue François-Pinton,villa
villa Claude-Lorrain,2.2,1887-01-01,avenue de la Frillière,villa
villa Cheysson,2.3,1887-01-01,avenue Georges-Risler,villa
villa Chanez,10,1930-01-01,rue Chanez,villa
villa Amalia,3,1892-01-01,rue de la Liberté,villa
villa Adrienne-Simon,6.5,1931-01-01,rue Daguerre,villa
villa Adrienne,4.6,1896-01-01,avenue du Général-Leclerc,villa
