col0,col1,col2,col3
Knäred municipality,1863-01-01,Laholm Municipality,203
Knislinge Municipality,1863-01-01,Östra Göinge Municipality,105
Kvidinge municipality,1971-01-01,Åstorp Municipality,54
Torslunda municipality,1863-01-01,Mörbylånga Municipality,233
Tyringe municipality,1952-01-01,Hässleholm Municipality,336
Tuna Rural Municipality,1863-01-01,Vimmerby Municipality,249
Tollarp municipality,1952-01-01,Kristianstad Municipality,103
Torp Rural Municipality,1863-01-01,Ånge Municipality,1200
Tåsjö,1863-01-01,Strömsund Municipality,1057
Österåker Municipality,1863-01-01,Österåker Municipality,218
Östertälje Rural Municipality,1863-01-01,Södertälje Municipality,71
Ålem municipality,1863-01-01,Mönsterås Municipality,177
Överlövsta Municipality,1863-01-01,Tierp Municipality,281
Ölands-Åkerbo municipality,1952-01-01,Borgholm Municipality,253
Ösmo Municipality,1863-01-01,Nynäshamn Municipality,176
