col0,col1,col2,col3
1996 Spanish International Badminton Championships,1997 Spanish International Badminton Championships,WikiProject Badminton/tournament focus list,1996-01-01
1995 Spanish International Badminton Championships,1996 Spanish International Badminton Championships,WikiProject Badminton/tournament focus list,1995-01-01
1991 Spanish International Badminton Championships,1995 Spanish International Badminton Championships,WikiProject Badminton/tournament focus list,1991-01-01
1988 Spanish International Badminton Championships,1991 Spanish International Badminton Championships,WikiProject Badminton/tournament focus list,1988-01-01
2003 Spanish International Badminton Championships,2004 Spanish International Badminton Championships,WikiProject Badminton/tournament focus list,2003-01-01
2005 Spanish International Badminton Championships,2006 Spanish International Badminton Championships,WikiProject Badminton/tournament focus list,2005-01-01
2009 Spanish International Badminton Championships,2010 Spanish International Badminton Championships,WikiProject Badminton/tournament focus list,2009-01-01
2011 Spanish International Badminton Championships,2012 Spanish International Badminton Championships,WikiProject Badminton/tournament focus list,2011-01-01
2001 Spanish International Badminton Championships,2002 Spanish International Badminton Championships,WikiProject Badminton/tournament focus list,2001-01-01
1987 Spanish International Badminton Championships,1988 Spanish International Badminton Championships,WikiProject Badminton/tournament focus list,1987-01-01
1984 Spanish International Badminton Championships,1985 Spanish International Badminton Championships,WikiProject Badminton/tournament focus list,1984-01-01
2002 Spanish International Badminton Championships,2003 Spanish International Badminton Championships,WikiProject Badminton/tournament focus list,2002-01-01
