col0,col1,col2,col3
Serra da Capivara National Park,São Raimundo Nonato,1291,archaeological site
Jaú National Park,Amazonas,23779,nature reserve
Campos Amazônicos National Park,Amazonas,9613,national park of Brazil
Jamanxim National Park,Pará,8597.97,national park of Brazil
Sete Cidades National Park,Piauí,63.03,national park of Brazil
Serra das Confusões National Park,Piauí,8238,national park of Brazil
Serra do Pardo National Park,Pará,4454,national park of Brazil
Serra da Bocaina National Park,Southeast Region,1040,national park of Brazil
Grande Sertão Veredas National Park,Minas Gerais,2308,national park of Brazil
Chapada das Mesas National Park,Maranhão,1600,national park of Brazil
