col0,col1,col2,col3,col4,col5
91st Academy Awards,90th Academy Awards,2019-02-24,Academy Awards ceremony,92nd Academy Awards,2018-01-01
92nd Academy Awards,91st Academy Awards,2020-02-09,Academy Awards ceremony,93rd Academy Awards,2019-01-01
89th Academy Awards,88th Academy Awards,2017-02-26,Academy Awards ceremony,90th Academy Awards,2016-01-01
88th Academy Awards,87th Academy Awards,2016-02-28,Academy Awards ceremony,89th Academy Awards,2015-01-01
87th Academy Awards,86th Academy Awards,2015-02-22,Academy Awards ceremony,88th Academy Awards,2014-01-01
86th Academy Awards,85th Academy Awards,2014-03-02,Academy Awards ceremony,87th Academy Awards,2013-01-01
59th Academy Awards,58th Academy Awards,1987-03-30,Academy Awards ceremony,60th Academy Awards,1986-01-01
19th Academy Awards,18th Academy Awards,1947-03-13,Academy Awards ceremony,20th Academy Awards,1946-01-01
35th Academy Awards,34th Academy Awards,1963-04-08,Academy Awards ceremony,36th Academy Awards,1962-01-01
62nd Academy Awards,61st Academy Awards,1990-03-26,Academy Awards ceremony,63rd Academy Awards,1989-01-01
